datetime,Date,SDGE,year,month,day,hour,weekday,season,holiday
2019-01-01 00:00:00,2019-01-01 00:00:00,2372.4974105553847,2019,1,1,0,Tuesday,winter,1
2019-01-01 01:00:00,2019-01-01 01:00:00,2698.751136890299,2019,1,1,1,Tuesday,winter,0
2019-01-01 02:00:00,2019-01-01 02:00:00,2777.6721197891784,2019,1,1,2,Tuesday,winter,0
2019-01-01 03:00:00,2019-01-01 03:00:00,2799.193828539302,2019,1,1,3,Tuesday,winter,0
2019-01-01 04:00:00,2019-01-01 04:00:00,2761.8833215988643,2019,1,1,4,Tuesday,winter,0
2019-01-01 05:00:00,2019-01-01 05:00:00,2300.8700958119807,2019,1,1,5,Tuesday,winter,0
2019-01-01 06:00:00,2019-01-01 06:00:00,1955.8601201723427,2019,1,1,6,Tuesday,winter,0
2019-01-01 07:00:00,2019-01-01 07:00:00,1707.8676713747816,2019,1,1,7,Tuesday,winter,0
2019-01-01 08:00:00,2019-01-01 08:00:00,1663.9621099772833,2019,1,1,8,Tuesday,winter,0
2019-01-01 09:00:00,2019-01-01 09:00:00,1670.2209770938443,2019,1,1,9,Tuesday,winter,0
2019-01-01 10:00:00,2019-01-01 10:00:00,1736.0267636288122,2019,1,1,10,Tuesday,winter,0
2019-01-01 11:00:00,2019-01-01 11:00:00,1779.3828401776848,2019,1,1,11,Tuesday,winter,0
2019-01-01 12:00:00,2019-01-01 12:00:00,1937.7555344326531,2019,1,1,12,Tuesday,winter,0
2019-01-01 13:00:00,2019-01-01 13:00:00,1858.500053126142,2019,1,1,13,Tuesday,winter,0
2019-01-01 14:00:00,2019-01-01 14:00:00,2088.4537716980703,2019,1,1,14,Tuesday,winter,0
2019-01-01 15:00:00,2019-01-01 15:00:00,1998.915397058836,2019,1,1,15,Tuesday,winter,0
2019-01-01 16:00:00,2019-01-01 16:00:00,1934.0571722400675,2019,1,1,16,Tuesday,winter,0
2019-01-01 17:00:00,2019-01-01 17:00:00,1891.8087510446417,2019,1,1,17,Tuesday,winter,0
2019-01-01 18:00:00,2019-01-01 18:00:00,2582.6934313156257,2019,1,1,18,Tuesday,winter,0
2019-01-01 19:00:00,2019-01-01 19:00:00,1969.9648790287324,2019,1,1,19,Tuesday,winter,0
2019-01-01 20:00:00,2019-01-01 20:00:00,2059.579137127924,2019,1,1,20,Tuesday,winter,0
2019-01-01 21:00:00,2019-01-01 21:00:00,2040.643947209616,2019,1,1,21,Tuesday,winter,0
2019-01-01 22:00:00,2019-01-01 22:00:00,1898.7949151486016,2019,1,1,22,Tuesday,winter,0
2019-01-01 23:00:00,2019-01-01 23:00:00,2060.56125794699,2019,1,1,23,Tuesday,winter,0
2019-01-02 00:00:00,2019-01-02 00:00:00,2485.555484393764,2019,1,2,0,Wednesday,winter,0
2019-01-02 01:00:00,2019-01-02 01:00:00,2721.29094447837,2019,1,2,1,Wednesday,winter,0
2019-01-02 02:00:00,2019-01-02 02:00:00,2892.607242446865,2019,1,2,2,Wednesday,winter,0
2019-01-02 03:00:00,2019-01-02 03:00:00,2959.7894683949753,2019,1,2,3,Wednesday,winter,0
2019-01-02 04:00:00,2019-01-02 04:00:00,3012.9992868389127,2019,1,2,4,Wednesday,winter,0
2019-01-02 05:00:00,2019-01-02 05:00:00,2954.0918308751284,2019,1,2,5,Wednesday,winter,0
2019-01-02 06:00:00,2019-01-02 06:00:00,2566.5110041279054,2019,1,2,6,Wednesday,winter,0
2019-01-02 07:00:00,2019-01-02 07:00:00,2301.0330089478152,2019,1,2,7,Wednesday,winter,0
2019-01-02 08:00:00,2019-01-02 08:00:00,2137.8734065089593,2019,1,2,8,Wednesday,winter,0
2019-01-02 09:00:00,2019-01-02 09:00:00,2037.481751402084,2019,1,2,9,Wednesday,winter,0
2019-01-02 10:00:00,2019-01-02 10:00:00,2186.0334533035425,2019,1,2,10,Wednesday,winter,0
2019-01-02 11:00:00,2019-01-02 11:00:00,2148.2739676675656,2019,1,2,11,Wednesday,winter,0
2019-01-02 12:00:00,2019-01-02 12:00:00,2057.256185707499,2019,1,2,12,Wednesday,winter,0
2019-01-02 13:00:00,2019-01-02 13:00:00,1981.5566255458016,2019,1,2,13,Wednesday,winter,0
2019-01-02 14:00:00,2019-01-02 14:00:00,1909.782462239934,2019,1,2,14,Wednesday,winter,0
2019-01-02 15:00:00,2019-01-02 15:00:00,1924.0080407733576,2019,1,2,15,Wednesday,winter,0
2019-01-02 16:00:00,2019-01-02 16:00:00,2008.4707799655896,2019,1,2,16,Wednesday,winter,0
2019-01-02 17:00:00,2019-01-02 17:00:00,2055.564677952748,2019,1,2,17,Wednesday,winter,0
2019-01-02 18:00:00,2019-01-02 18:00:00,2464.7761192573316,2019,1,2,18,Wednesday,winter,0
2019-01-02 19:00:00,2019-01-02 19:00:00,2582.8192538217404,2019,1,2,19,Wednesday,winter,0
2019-01-02 20:00:00,2019-01-02 20:00:00,2525.387336746988,2019,1,2,20,Wednesday,winter,0
2019-01-02 21:00:00,2019-01-02 21:00:00,2345.4749636778524,2019,1,2,21,Wednesday,winter,0
2019-01-02 22:00:00,2019-01-02 22:00:00,2213.703019788803,2019,1,2,22,Wednesday,winter,0
2019-01-02 23:00:00,2019-01-02 23:00:00,2106.4434417625826,2019,1,2,23,Wednesday,winter,0
2019-01-03 00:00:00,2019-01-03 00:00:00,2462.308051353932,2019,1,3,0,Thursday,winter,0
2019-01-03 01:00:00,2019-01-03 01:00:00,2681.4642689301654,2019,1,3,1,Thursday,winter,0
2019-01-03 02:00:00,2019-01-03 02:00:00,2852.4001323295765,2019,1,3,2,Thursday,winter,0
2019-01-03 03:00:00,2019-01-03 03:00:00,2918.427807594312,2019,1,3,3,Thursday,winter,0
2019-01-03 04:00:00,2019-01-03 04:00:00,2964.897643860053,2019,1,3,4,Thursday,winter,0
2019-01-03 05:00:00,2019-01-03 05:00:00,2901.7332699099816,2019,1,3,5,Thursday,winter,0
2019-01-03 06:00:00,2019-01-03 06:00:00,2522.2308051848504,2019,1,3,6,Thursday,winter,0
2019-01-03 07:00:00,2019-01-03 07:00:00,2256.4298413755455,2019,1,3,7,Thursday,winter,0
2019-01-03 08:00:00,2019-01-03 08:00:00,2027.750455582584,2019,1,3,8,Thursday,winter,0
2019-01-03 09:00:00,2019-01-03 09:00:00,2031.6226517436817,2019,1,3,9,Thursday,winter,0
2019-01-03 10:00:00,2019-01-03 10:00:00,2154.6071200316474,2019,1,3,10,Thursday,winter,0
2019-01-03 11:00:00,2019-01-03 11:00:00,2270.2589471067517,2019,1,3,11,Thursday,winter,0
2019-01-03 12:00:00,2019-01-03 12:00:00,2060.4036433514316,2019,1,3,12,Thursday,winter,0
2019-01-03 13:00:00,2019-01-03 13:00:00,2064.6343408183625,2019,1,3,13,Thursday,winter,0
2019-01-03 14:00:00,2019-01-03 14:00:00,2022.800457858022,2019,1,3,14,Thursday,winter,0
2019-01-03 15:00:00,2019-01-03 15:00:00,2117.6085865331443,2019,1,3,15,Thursday,winter,0
2019-01-03 16:00:00,2019-01-03 16:00:00,2020.2216442649728,2019,1,3,16,Thursday,winter,0
2019-01-03 17:00:00,2019-01-03 17:00:00,2532.536558507799,2019,1,3,17,Thursday,winter,0
2019-01-03 18:00:00,2019-01-03 18:00:00,2636.420074652062,2019,1,3,18,Thursday,winter,0
2019-01-03 19:00:00,2019-01-03 19:00:00,2549.3776335970697,2019,1,3,19,Thursday,winter,0
2019-01-03 20:00:00,2019-01-03 20:00:00,2378.132585357697,2019,1,3,20,Thursday,winter,0
2019-01-03 21:00:00,2019-01-03 21:00:00,2215.4790973928943,2019,1,3,21,Thursday,winter,0
2019-01-03 22:00:00,2019-01-03 22:00:00,2276.4865644095703,2019,1,3,22,Thursday,winter,0
2019-01-03 23:00:00,2019-01-03 23:00:00,2522.6693015047535,2019,1,3,23,Thursday,winter,0
2019-01-04 00:00:00,2019-01-04 00:00:00,2153.3748825144594,2019,1,4,0,Friday,winter,0
2019-01-04 01:00:00,2019-01-04 01:00:00,2285.83824739647,2019,1,4,1,Friday,winter,0
2019-01-04 02:00:00,2019-01-04 02:00:00,2858.9537455114764,2019,1,4,2,Friday,winter,0
2019-01-04 03:00:00,2019-01-04 03:00:00,2067.5189995625037,2019,1,4,3,Friday,winter,0
2019-01-04 04:00:00,2019-01-04 04:00:00,2790.906317736921,2019,1,4,4,Friday,winter,0
2019-01-04 05:00:00,2019-01-04 05:00:00,2726.5753764164097,2019,1,4,5,Friday,winter,0
2019-01-04 06:00:00,2019-01-04 06:00:00,2584.4846804367317,2019,1,4,6,Friday,winter,0
2019-01-04 07:00:00,2019-01-04 07:00:00,2394.1889031123224,2019,1,4,7,Friday,winter,0
2019-01-04 08:00:00,2019-01-04 08:00:00,2854.872049827102,2019,1,4,8,Friday,winter,0
2019-01-04 09:00:00,2019-01-04 09:00:00,2063.5389931921877,2019,1,4,9,Friday,winter,0
2019-01-04 10:00:00,2019-01-04 10:00:00,2119.4025236727502,2019,1,4,10,Friday,winter,0
2019-01-04 11:00:00,2019-01-04 11:00:00,2218.9045894823057,2019,1,4,11,Friday,winter,0
2019-01-04 12:00:00,2019-01-04 12:00:00,2113.8918245688515,2019,1,4,12,Friday,winter,0
2019-01-04 13:00:00,2019-01-04 13:00:00,2045.6984709792337,2019,1,4,13,Friday,winter,0
2019-01-04 14:00:00,2019-01-04 14:00:00,2040.0564993084652,2019,1,4,14,Friday,winter,0
2019-01-04 15:00:00,2019-01-04 15:00:00,2033.4243631935717,2019,1,4,15,Friday,winter,0
2019-01-04 16:00:00,2019-01-04 16:00:00,2068.1898072364916,2019,1,4,16,Friday,winter,0
2019-01-04 17:00:00,2019-01-04 17:00:00,2254.4766133160456,2019,1,4,17,Friday,winter,0
2019-01-04 18:00:00,2019-01-04 18:00:00,2514.716434777501,2019,1,4,18,Friday,winter,0
2019-01-04 19:00:00,2019-01-04 19:00:00,2602.604823356732,2019,1,4,19,Friday,winter,0
2019-01-04 20:00:00,2019-01-04 20:00:00,2515.122899971685,2019,1,4,20,Friday,winter,0
2019-01-04 21:00:00,2019-01-04 21:00:00,2371.621142649335,2019,1,4,21,Friday,winter,0
2019-01-04 22:00:00,2019-01-04 22:00:00,2255.8566580960032,2019,1,4,22,Friday,winter,0
2019-01-04 23:00:00,2019-01-04 23:00:00,2388.9162746649617,2019,1,4,23,Friday,winter,0
2019-01-05 00:00:00,2019-01-05 00:00:00,2325.0807684424076,2019,1,5,0,Saturday,winter,0
2019-01-05 01:00:00,2019-01-05 01:00:00,2514.7505958895727,2019,1,5,1,Saturday,winter,0
2019-01-05 02:00:00,2019-01-05 02:00:00,2621.3596137278787,2019,1,5,2,Saturday,winter,0
2019-01-05 03:00:00,2019-01-05 03:00:00,2727.3050020245732,2019,1,5,3,Saturday,winter,0
2019-01-05 04:00:00,2019-01-05 04:00:00,2789.9239308941146,2019,1,5,4,Saturday,winter,0
2019-01-05 05:00:00,2019-01-05 05:00:00,2822.669468543914,2019,1,5,5,Saturday,winter,0
2019-01-05 06:00:00,2019-01-05 06:00:00,2628.971828493773,2019,1,5,6,Saturday,winter,0
2019-01-05 07:00:00,2019-01-05 07:00:00,2483.1447436922103,2019,1,5,7,Saturday,winter,0
2019-01-05 08:00:00,2019-01-05 08:00:00,2444.978596016122,2019,1,5,8,Saturday,winter,0
2019-01-05 09:00:00,2019-01-05 09:00:00,2412.06406555333,2019,1,5,9,Saturday,winter,0
2019-01-05 10:00:00,2019-01-05 10:00:00,2421.2102017685997,2019,1,5,10,Saturday,winter,0
2019-01-05 11:00:00,2019-01-05 11:00:00,2458.325679468256,2019,1,5,11,Saturday,winter,0
2019-01-05 12:00:00,2019-01-05 12:00:00,2194.192819536193,2019,1,5,12,Saturday,winter,0
2019-01-05 13:00:00,2019-01-05 13:00:00,1968.1384571926685,2019,1,5,13,Saturday,winter,0
2019-01-05 14:00:00,2019-01-05 14:00:00,1901.896053087528,2019,1,5,14,Saturday,winter,0
2019-01-05 15:00:00,2019-01-05 15:00:00,1864.9958685521472,2019,1,5,15,Saturday,winter,0
2019-01-05 16:00:00,2019-01-05 16:00:00,1880.6596478087663,2019,1,5,16,Saturday,winter,0
2019-01-05 17:00:00,2019-01-05 17:00:00,2065.0665123884755,2019,1,5,17,Saturday,winter,0
2019-01-05 18:00:00,2019-01-05 18:00:00,2074.0347057967424,2019,1,5,18,Saturday,winter,0
2019-01-05 19:00:00,2019-01-05 19:00:00,2158.5050132388137,2019,1,5,19,Saturday,winter,0
2019-01-05 20:00:00,2019-01-05 20:00:00,2286.707857278212,2019,1,5,20,Saturday,winter,0
2019-01-05 21:00:00,2019-01-05 21:00:00,2454.92660971468,2019,1,5,21,Saturday,winter,0
2019-01-05 22:00:00,2019-01-05 22:00:00,1950.689405950615,2019,1,5,22,Saturday,winter,0
2019-01-05 23:00:00,2019-01-05 23:00:00,1836.288545815088,2019,1,5,23,Saturday,winter,0
2019-01-06 00:00:00,2019-01-06 00:00:00,2244.673290218362,2019,1,6,0,Sunday,winter,0
2019-01-06 01:00:00,2019-01-06 01:00:00,2433.121980877211,2019,1,6,1,Sunday,winter,0
2019-01-06 02:00:00,2019-01-06 02:00:00,2584.6730560825536,2019,1,6,2,Sunday,winter,0
2019-01-06 03:00:00,2019-01-06 03:00:00,2688.2886279597496,2019,1,6,3,Sunday,winter,0
2019-01-06 04:00:00,2019-01-06 04:00:00,2699.1763329142054,2019,1,6,4,Sunday,winter,0
2019-01-06 05:00:00,2019-01-06 05:00:00,2614.293352624575,2019,1,6,5,Sunday,winter,0
2019-01-06 06:00:00,2019-01-06 06:00:00,2279.3360834205555,2019,1,6,6,Sunday,winter,0
2019-01-06 07:00:00,2019-01-06 07:00:00,2031.1496313085593,2019,1,6,7,Sunday,winter,0
2019-01-06 08:00:00,2019-01-06 08:00:00,1780.5392621466508,2019,1,6,8,Sunday,winter,0
2019-01-06 09:00:00,2019-01-06 09:00:00,1832.04429365487,2019,1,6,9,Sunday,winter,0
2019-01-06 10:00:00,2019-01-06 10:00:00,2010.7137550366804,2019,1,6,10,Sunday,winter,0
2019-01-06 11:00:00,2019-01-06 11:00:00,2138.094668615254,2019,1,6,11,Sunday,winter,0
2019-01-06 12:00:00,2019-01-06 12:00:00,1837.8892033527477,2019,1,6,12,Sunday,winter,0
2019-01-06 13:00:00,2019-01-06 13:00:00,1924.046788890543,2019,1,6,13,Sunday,winter,0
2019-01-06 14:00:00,2019-01-06 14:00:00,1841.6052122652077,2019,1,6,14,Sunday,winter,0
2019-01-06 15:00:00,2019-01-06 15:00:00,1816.211638971436,2019,1,6,15,Sunday,winter,0
2019-01-06 16:00:00,2019-01-06 16:00:00,1797.7904478140497,2019,1,6,16,Sunday,winter,0
2019-01-06 17:00:00,2019-01-06 17:00:00,1949.633704060493,2019,1,6,17,Sunday,winter,0
2019-01-06 18:00:00,2019-01-06 18:00:00,1983.273285765708,2019,1,6,18,Sunday,winter,0
2019-01-06 19:00:00,2019-01-06 19:00:00,1952.723408987658,2019,1,6,19,Sunday,winter,0
2019-01-06 20:00:00,2019-01-06 20:00:00,1955.290150421692,2019,1,6,20,Sunday,winter,0
2019-01-06 21:00:00,2019-01-06 21:00:00,1906.8890362810585,2019,1,6,21,Sunday,winter,0
2019-01-06 22:00:00,2019-01-06 22:00:00,1859.334158243293,2019,1,6,22,Sunday,winter,0
2019-01-06 23:00:00,2019-01-06 23:00:00,2455.7192899275997,2019,1,6,23,Sunday,winter,0
2019-01-07 00:00:00,2019-01-07 00:00:00,2086.868158919015,2019,1,7,0,Monday,winter,0
2019-01-07 01:00:00,2019-01-07 01:00:00,2234.021099480525,2019,1,7,1,Monday,winter,0
2019-01-07 02:00:00,2019-01-07 02:00:00,2801.6912855896408,2019,1,7,2,Monday,winter,0
2019-01-07 03:00:00,2019-01-07 03:00:00,1989.1853323629432,2019,1,7,3,Monday,winter,0
2019-01-07 04:00:00,2019-01-07 04:00:00,2779.5202793282165,2019,1,7,4,Monday,winter,0
2019-01-07 05:00:00,2019-01-07 05:00:00,2688.9856013153276,2019,1,7,5,Monday,winter,0
2019-01-07 06:00:00,2019-01-07 06:00:00,2515.3808374602577,2019,1,7,6,Monday,winter,0
2019-01-07 07:00:00,2019-01-07 07:00:00,2261.8012367757246,2019,1,7,7,Monday,winter,0
2019-01-07 08:00:00,2019-01-07 08:00:00,2835.0419622355025,2019,1,7,8,Monday,winter,0
2019-01-07 09:00:00,2019-01-07 09:00:00,1973.6046259813052,2019,1,7,9,Monday,winter,0
2019-01-07 10:00:00,2019-01-07 10:00:00,2080.887677230123,2019,1,7,10,Monday,winter,0
2019-01-07 11:00:00,2019-01-07 11:00:00,2008.619946793744,2019,1,7,11,Monday,winter,0
2019-01-07 12:00:00,2019-01-07 12:00:00,1981.9840845198644,2019,1,7,12,Monday,winter,0
2019-01-07 13:00:00,2019-01-07 13:00:00,1909.9567452547449,2019,1,7,13,Monday,winter,0
2019-01-07 14:00:00,2019-01-07 14:00:00,1928.491793604506,2019,1,7,14,Monday,winter,0
2019-01-07 15:00:00,2019-01-07 15:00:00,1884.7386178154536,2019,1,7,15,Monday,winter,0
2019-01-07 16:00:00,2019-01-07 16:00:00,1962.3886466331496,2019,1,7,16,Monday,winter,0
2019-01-07 17:00:00,2019-01-07 17:00:00,1977.5829853174805,2019,1,7,17,Monday,winter,0
2019-01-07 18:00:00,2019-01-07 18:00:00,2400.298308441021,2019,1,7,18,Monday,winter,0
2019-01-07 19:00:00,2019-01-07 19:00:00,2472.7088639001354,2019,1,7,19,Monday,winter,0
2019-01-07 20:00:00,2019-01-07 20:00:00,2376.165734078663,2019,1,7,20,Monday,winter,0
2019-01-07 21:00:00,2019-01-07 21:00:00,2206.703337086637,2019,1,7,21,Monday,winter,0
2019-01-07 22:00:00,2019-01-07 22:00:00,2091.2027161271753,2019,1,7,22,Monday,winter,0
2019-01-07 23:00:00,2019-01-07 23:00:00,2080.468678723425,2019,1,7,23,Monday,winter,0
2019-01-08 00:00:00,2019-01-08 00:00:00,2218.041091576358,2019,1,8,0,Tuesday,winter,0
2019-01-08 01:00:00,2019-01-08 01:00:00,2429.045620140686,2019,1,8,1,Tuesday,winter,0
2019-01-08 02:00:00,2019-01-08 02:00:00,2589.8258344897285,2019,1,8,2,Tuesday,winter,0
2019-01-08 03:00:00,2019-01-08 03:00:00,2696.052450337769,2019,1,8,3,Tuesday,winter,0
2019-01-08 04:00:00,2019-01-08 04:00:00,2766.352366549359,2019,1,8,4,Tuesday,winter,0
2019-01-08 05:00:00,2019-01-08 05:00:00,2748.49068246971,2019,1,8,5,Tuesday,winter,0
2019-01-08 06:00:00,2019-01-08 06:00:00,2442.5758888614355,2019,1,8,6,Tuesday,winter,0
2019-01-08 07:00:00,2019-01-08 07:00:00,2253.782630499467,2019,1,8,7,Tuesday,winter,0
2019-01-08 08:00:00,2019-01-08 08:00:00,1994.70547403164,2019,1,8,8,Tuesday,winter,0
2019-01-08 09:00:00,2019-01-08 09:00:00,1956.3019300949024,2019,1,8,9,Tuesday,winter,0
2019-01-08 10:00:00,2019-01-08 10:00:00,1971.724648223657,2019,1,8,10,Tuesday,winter,0
2019-01-08 11:00:00,2019-01-08 11:00:00,1992.7753556194784,2019,1,8,11,Tuesday,winter,0
2019-01-08 12:00:00,2019-01-08 12:00:00,1900.1780017537783,2019,1,8,12,Tuesday,winter,0
2019-01-08 13:00:00,2019-01-08 13:00:00,1853.7091800574997,2019,1,8,13,Tuesday,winter,0
2019-01-08 14:00:00,2019-01-08 14:00:00,1839.2219628183043,2019,1,8,14,Tuesday,winter,0
2019-01-08 15:00:00,2019-01-08 15:00:00,1920.7882913165777,2019,1,8,15,Tuesday,winter,0
2019-01-08 16:00:00,2019-01-08 16:00:00,2058.492298157598,2019,1,8,16,Tuesday,winter,0
2019-01-08 17:00:00,2019-01-08 17:00:00,2345.11329316513,2019,1,8,17,Tuesday,winter,0
2019-01-08 18:00:00,2019-01-08 18:00:00,2425.227821223595,2019,1,8,18,Tuesday,winter,0
2019-01-08 19:00:00,2019-01-08 19:00:00,2346.6797476409665,2019,1,8,19,Tuesday,winter,0
2019-01-08 20:00:00,2019-01-08 20:00:00,2132.022742110766,2019,1,8,20,Tuesday,winter,0
2019-01-08 21:00:00,2019-01-08 21:00:00,2024.201525545993,2019,1,8,21,Tuesday,winter,0
2019-01-08 22:00:00,2019-01-08 22:00:00,2058.1711657046235,2019,1,8,22,Tuesday,winter,0
2019-01-08 23:00:00,2019-01-08 23:00:00,2119.726835013222,2019,1,8,23,Tuesday,winter,0
2019-01-09 00:00:00,2019-01-09 00:00:00,2290.838911872741,2019,1,9,0,Wednesday,winter,0
2019-01-09 01:00:00,2019-01-09 01:00:00,2425.8394503661875,2019,1,9,1,Wednesday,winter,0
2019-01-09 02:00:00,2019-01-09 02:00:00,2757.4676117864055,2019,1,9,2,Wednesday,winter,0
2019-01-09 03:00:00,2019-01-09 03:00:00,2613.001196217681,2019,1,9,3,Wednesday,winter,0
2019-01-09 04:00:00,2019-01-09 04:00:00,2723.311533968215,2019,1,9,4,Wednesday,winter,0
2019-01-09 05:00:00,2019-01-09 05:00:00,2456.335892947015,2019,1,9,5,Wednesday,winter,0
2019-01-09 06:00:00,2019-01-09 06:00:00,2237.7586609242876,2019,1,9,6,Wednesday,winter,0
2019-01-09 07:00:00,2019-01-09 07:00:00,2014.8420923793533,2019,1,9,7,Wednesday,winter,0
2019-01-09 08:00:00,2019-01-09 08:00:00,2812.181372710282,2019,1,9,8,Wednesday,winter,0
2019-01-09 09:00:00,2019-01-09 09:00:00,1965.7574959713268,2019,1,9,9,Wednesday,winter,0
2019-01-09 10:00:00,2019-01-09 10:00:00,1944.6138472345065,2019,1,9,10,Wednesday,winter,0
2019-01-09 11:00:00,2019-01-09 11:00:00,2018.959797051285,2019,1,9,11,Wednesday,winter,0
2019-01-09 12:00:00,2019-01-09 12:00:00,1911.274601827746,2019,1,9,12,Wednesday,winter,0
2019-01-09 13:00:00,2019-01-09 13:00:00,1873.6279127562532,2019,1,9,13,Wednesday,winter,0
2019-01-09 14:00:00,2019-01-09 14:00:00,1822.9099564337696,2019,1,9,14,Wednesday,winter,0
2019-01-09 15:00:00,2019-01-09 15:00:00,1815.7785621835935,2019,1,9,15,Wednesday,winter,0
2019-01-09 16:00:00,2019-01-09 16:00:00,1884.7057554349592,2019,1,9,16,Wednesday,winter,0
2019-01-09 17:00:00,2019-01-09 17:00:00,2023.1590933163336,2019,1,9,17,Wednesday,winter,0
2019-01-09 18:00:00,2019-01-09 18:00:00,2329.7369549364657,2019,1,9,18,Wednesday,winter,0
2019-01-09 19:00:00,2019-01-09 19:00:00,2433.8304830209013,2019,1,9,19,Wednesday,winter,0
2019-01-09 20:00:00,2019-01-09 20:00:00,2318.60094772179,2019,1,9,20,Wednesday,winter,0
2019-01-09 21:00:00,2019-01-09 21:00:00,2149.4957643469206,2019,1,9,21,Wednesday,winter,0
2019-01-09 22:00:00,2019-01-09 22:00:00,2052.495646344313,2019,1,9,22,Wednesday,winter,0
2019-01-09 23:00:00,2019-01-09 23:00:00,1992.9934484679272,2019,1,9,23,Wednesday,winter,0
2019-01-10 00:00:00,2019-01-10 00:00:00,2216.6908740933777,2019,1,10,0,Thursday,winter,0
2019-01-10 01:00:00,2019-01-10 01:00:00,2458.4623379475697,2019,1,10,1,Thursday,winter,0
2019-01-10 02:00:00,2019-01-10 02:00:00,2610.42043260528,2019,1,10,2,Thursday,winter,0
2019-01-10 03:00:00,2019-01-10 03:00:00,2706.657965088854,2019,1,10,3,Thursday,winter,0
2019-01-10 04:00:00,2019-01-10 04:00:00,2770.8154329975528,2019,1,10,4,Thursday,winter,0
2019-01-10 05:00:00,2019-01-10 05:00:00,2735.381217887509,2019,1,10,5,Thursday,winter,0
2019-01-10 06:00:00,2019-01-10 06:00:00,2425.098497678185,2019,1,10,6,Thursday,winter,0
2019-01-10 07:00:00,2019-01-10 07:00:00,2205.7929134808874,2019,1,10,7,Thursday,winter,0
2019-01-10 08:00:00,2019-01-10 08:00:00,2091.116581614789,2019,1,10,8,Thursday,winter,0
2019-01-10 09:00:00,2019-01-10 09:00:00,1961.6268704744143,2019,1,10,9,Thursday,winter,0
2019-01-10 10:00:00,2019-01-10 10:00:00,2030.0646407446825,2019,1,10,10,Thursday,winter,0
2019-01-10 11:00:00,2019-01-10 11:00:00,2088.1526099142416,2019,1,10,11,Thursday,winter,0
2019-01-10 12:00:00,2019-01-10 12:00:00,2224.7066903795476,2019,1,10,12,Thursday,winter,0
2019-01-10 13:00:00,2019-01-10 13:00:00,2356.3329626764016,2019,1,10,13,Thursday,winter,0
2019-01-10 14:00:00,2019-01-10 14:00:00,2396.088260517651,2019,1,10,14,Thursday,winter,0
2019-01-10 15:00:00,2019-01-10 15:00:00,2300.6706121528923,2019,1,10,15,Thursday,winter,0
2019-01-10 16:00:00,2019-01-10 16:00:00,2024.2137388866156,2019,1,10,16,Thursday,winter,0
2019-01-10 17:00:00,2019-01-10 17:00:00,1857.3771194751305,2019,1,10,17,Thursday,winter,0
2019-01-10 18:00:00,2019-01-10 18:00:00,1809.938760448226,2019,1,10,18,Thursday,winter,0
2019-01-10 19:00:00,2019-01-10 19:00:00,1826.8410631031263,2019,1,10,19,Thursday,winter,0
2019-01-10 20:00:00,2019-01-10 20:00:00,1838.5395810445896,2019,1,10,20,Thursday,winter,0
2019-01-10 21:00:00,2019-01-10 21:00:00,1918.0713384910268,2019,1,10,21,Thursday,winter,0
2019-01-10 22:00:00,2019-01-10 22:00:00,1990.2411740182572,2019,1,10,22,Thursday,winter,0
2019-01-10 23:00:00,2019-01-10 23:00:00,2226.5038689044636,2019,1,10,23,Thursday,winter,0
2019-01-11 00:00:00,2019-01-11 00:00:00,2234.9298666469526,2019,1,11,0,Friday,winter,0
2019-01-11 01:00:00,2019-01-11 01:00:00,2433.3188054282527,2019,1,11,1,Friday,winter,0
2019-01-11 02:00:00,2019-01-11 02:00:00,2725.275244294045,2019,1,11,2,Friday,winter,0
2019-01-11 03:00:00,2019-01-11 03:00:00,2091.079575434427,2019,1,11,3,Friday,winter,0
2019-01-11 04:00:00,2019-01-11 04:00:00,2645.6251987331866,2019,1,11,4,Friday,winter,0
2019-01-11 05:00:00,2019-01-11 05:00:00,2544.103543411242,2019,1,11,5,Friday,winter,0
2019-01-11 06:00:00,2019-01-11 06:00:00,2416.1492391547654,2019,1,11,6,Friday,winter,0
2019-01-11 07:00:00,2019-01-11 07:00:00,2229.329825897315,2019,1,11,7,Friday,winter,0
2019-01-11 08:00:00,2019-01-11 08:00:00,2721.891964221108,2019,1,11,8,Friday,winter,0
2019-01-11 09:00:00,2019-01-11 09:00:00,2216.199730281748,2019,1,11,9,Friday,winter,0
2019-01-11 10:00:00,2019-01-11 10:00:00,2359.8075020480496,2019,1,11,10,Friday,winter,0
2019-01-11 11:00:00,2019-01-11 11:00:00,2267.7621016961843,2019,1,11,11,Friday,winter,0
2019-01-11 12:00:00,2019-01-11 12:00:00,2095.3963874052097,2019,1,11,12,Friday,winter,0
2019-01-11 13:00:00,2019-01-11 13:00:00,1822.5096649783347,2019,1,11,13,Friday,winter,0
2019-01-11 14:00:00,2019-01-11 14:00:00,1770.8813895631308,2019,1,11,14,Friday,winter,0
2019-01-11 15:00:00,2019-01-11 15:00:00,1759.9757281494078,2019,1,11,15,Friday,winter,0
2019-01-11 16:00:00,2019-01-11 16:00:00,1837.2338509697784,2019,1,11,16,Friday,winter,0
2019-01-11 17:00:00,2019-01-11 17:00:00,1916.2184733956617,2019,1,11,17,Friday,winter,0
2019-01-11 18:00:00,2019-01-11 18:00:00,2278.783764595079,2019,1,11,18,Friday,winter,0
2019-01-11 19:00:00,2019-01-11 19:00:00,2341.12178692493,2019,1,11,19,Friday,winter,0
